id,price,nebenkosten,kaltmiete,location_postalCode,location_cityName,location_street,roomSize,description
1000076,380,70,310,81379,München Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,Geltingerstr.,21,"Hallo zusammen,  ich habe ein Zimmer für rund drei Monate in München zu vermieten. Alles notwendige ist drin und da man direkt neben der U-Bahn wohnt, ist manin 12 Minuten am Marienplatz. Für alles komplett (auch Internet. und Festnetzflat) kostet es 380.   Ruft einfach kurz an oder schreibt ne Mail.  Gruß  Markus"
1000086,239,59,180,33615,Bielefeld Innenstadt,Arndtstr.,16,"Wir, Lisa (23) und Thomas (27) suchen netten und unkomplizierten Nachmieter/in ab Ende Februar. Die Wohnung (insgesamt 83 qm) befindet sich in einem Studentenwohnheim (Orangenkiste) in der bielefelder Innenstadt. Die Verkehrsanbindungen sind optimal: du bist in 5 Minuten am Hbf und hast direkten Anschluss zu allen Stadtbahnen (10Minuten bis zur Uni).  Die Einkaufsmöglichkeiten sind sehr gut, da ein Aldi und Edeka direkt im Haus sind. Außerdem gibt es im Wohnkomplex einen Waschraum und Fahradkeller.  Wir möchten, dass unsere Wohnung rauchfrei bleibt, daher sollte nur auf dem Balkon geraucht werden.    Wir freuen uns auf dich...."
1000078,260,20,240,54294,Trier Trier-West,Brentanostr.,18,"Heyho,   für mein schönes, helles 18 m² großes Zimmer suche ich in den Semesterferien d.h. ca. vom 16.02.08 - 11. 04. 08 noch einen Zwischenmieter, da ich für ein Praktikum nach Berlin gehe.  Dich erwartet meine nette Mitbewohnerin Magda (26, Graphikdesignstudentin), eine geräumige Wohnung in saniertem Altbau mit schönen altem Dielenboden, eine gemütliche Wohnküche mit Blick in unseren Garten, Badewanne, Waschmaschiene und ein an mein bzw. dein Zimmer angrenzendes 18 m² großes Arbeitszimmer.  Mein Zimmer ist komlett möbliert und meine Sachen räume ich weitgehend raus, so dass du Schrank, Kommode, Bett, Sofa etc. auch gerne mit benutzen kannst. Geraucht werden kann, sofernin Maßen in der Küche, mein Zimmer selbst ist Nichtraucherzone!:) Telefonkosten sind in den 260 Euro enthalten, dir stehen also auch ein ISDN Telefon und eine Internet-Flatrate zur Verfügung.     Zu Fuß ist man ca. in 10 min in der Stadt, mit Fahrrad oder Bus gehts natürlich noch schneller. LIDL, DM, Schlecker, mehrer Bäckereien und ein sehr zu empfehlender Thai Imbiss befinden sich allerdings auch direkt um die Ecke.    Dauer der Zwischenmiete und Geldtechnisches sind noch verhandelbar, falls du also Interesse ruf mich doch einfach an unter:    ----/-------      Ich freu mich auf deinen Anruf!  Ciao, Hannah    oder schreib mir eine Mail an"
1000089,325,30,295,64289,Darmstadt Darmstadt,Schuknechtstr.,14,"Es handelt sich um eine 1-Zi. mit Küch- und Badbenützung in einer 2er WG, mit Gartenbenutung in einemMehrfamilienhaus, mit jungen Bewohnern(StudentInen).   Tel.: ----/-------   ----/-------Sam"
1000091,197,48,149,9112,Chemnitz Kaßberg,Walter- Oertel- Str.,15,"Hallo!  Wir, das sind Claudia (21, Auszubildende zur Laborassistentin), Josefine (23, Soziologie- Studentin) und Mads Mikkelsen ( Josi&#039 s Kater, 8 Monate, z.Z. in Ausbildung zum Schmusekater/ Stubentiger), suchen ab dem 1.4.2008 einen neuen Mitbewohner/ eine neue Mitbewohnerin.    Unsere Wohnung befindet sich auf dem wunderschönen Kassberg. Sie besitzt einen sehr großen Balkon nach Süden ( sonnig!), separates WC und eine geräumigeKüche, sowie Bad und Flur natürlich.   Einkaufsmöglichkeiten und Anbindungen für den Nahverkehr sind in unmittelbarer Nähe vorhanden.    Das Haus besteht zum Großteil aus WGs, was ein angenehmes Wohnklima im gesamten Haus ( Hofparties) garantiert.    Wir würden uns sehr freuen wenn du dich bei Interesse meldest und einfach auf einen Kaffee/Tee vorbeikommst und dir einen Eindruck von uns machst."
1000102,290,17,273,54292,Trier Innenstadt,Lindenstraße,12,"Wir suchen eine/n Nachmieter/in für ein sympathisches Zimmer in einer gemütlichen 3er WG (90 m²)     Im Zimmer ist ein Hochbett installiert. Die WGist zentral gelegen und gutausgestattet.     Dein möglicher Mitbewohner (ich) ist mit dem Studium fertig, deine Mitbewohnerin studiert noch.    Kontakt:"
1000105,287,75,212,69117,Heidelberg Altstadt,Märzgasse,21,"Suche eine/n nette/n Zwischenmieter/in für ein schönes, helles, möbliertesZimmer im Herzen von Heidelberg."
1000108,282,40,242,38114,Braunschweig Braunschweig,wendenring,25,"Wie im Titel schon gesagt, suchen wir ( Anke 21 und Valerie 22)zwei neue Jungs für unsere toll große 4er Wg. Unsere Wg ist mit allem ausgestattet was maneben brauch. Party erprobt sind wir auch aber wenn du deine Ruhe willst kann man das auch einrichten.    Also wir zwei Mädels sind ganz pflegelicht, traut euch."
1000125,280,0,280,5020,alzburg ,kendlerstraße,15,"Zimmer an Mitbewohnerin zu vergeben... Große Küche, Bad, Fernseher und Internetanschluß vorhanden.    Kellerbar kann auch für div Feiern benütztwerden.    ev . Mithilfe im Haushalt wird erwartet.    Bei interesse kontaktieren sie mich für eine Besichtigung.     "
1000140,213,0,213,80805,München Schwabing-Freimann,Biedersteinerstr.,16,"Nur noch heute, Freitag, sonst weg...  sofort anrufen: ----/-------    Biete für knapp 2 Monate Wohnmöglichkeit im legendären Biedersteiner Wohnheim. An Lage, Geschichte, Flair und Preis ist es kaum zu überbieten. So ein bißchen sozial veranlagtsolltest du allerdings schon sein. Außerdem wäre es schön, wenn es dich nicht so wahnsinnig stört, dass ich einen Gutteil meines Hab und Guts(vorwiegend Bücher) in der Wohnung lasse."
1000145,350,50,300,50678,Köln Altstadt-Süd,Achterstr.,24,"Hallo,  aufgrund eines Praktikums vermiete ich mein WG Zimmer. Das Zimmer ist schön eingerichtet und hat alles was das Herz begehrt. Die Wohnung ist insgesamt 68m² groß und sehr offen geschnitten. Einkaufsmöglichkeiten sinddirekt vor der Tür. Bus und Bahn(Linien 15,16,3 und4) in wenigen Minuten erreichbar. Mit dem Fahrrad in 8min. an der Uni und in 5min. in der Innenstadt.  Gruß Philip"
1000147,430,80,350,69115,Heidelberg Weststadt,Gaisbergstr.,17,"Für wen ein ruhig, aber sehr zentral zum Bismarckplatz und zur Altstadt gelegenes Zi. in 3er-WG - eherZweck-WG - passt, wäre hier richtig. Wegen Möblierung auch ideal für wenige Monate in Heidelberg."
1000155,380,80,300,76137,Karlsruhe Südstadt,Nebeniusstr.,26,Die Wohnung liegt in einer perfekten Lage.  Zehn Minuten von der Stadtmitte.  Fünf Minuten vom Hbf Karlsruhe.  Fünf Minuten vom Schauburg Kino   und anderen guten Orten rund herum   um den Werderplatz.Einkaufscenter und   Scheck-in-Center und Lidl sind auch   gleich um die Ecke.Und zum Joggen   ein Katzensprung derOberwald.    Das Zimmer ist ziemlich groß und hell   mit Parkettboden und teilmöbiliert mit   Schreibtisch und ein paar Stühlen.Als   weitere Staumöglichkeit gibt es zwei   kleine Wandschränke.    Zusätzlich ist meine Mitbewohnerin sehr   nett und unkompliziert im zusammen-  wohnen.    Bei Interesse meldet euch bei mir telefonisch!
1000156,450,50,400,20255,Hamburg Eimsbüttel,am weiher,35,"Wir haben ein grosses zimmer(ca 27m2)zu vermieten inclusive eigener toilette und einem kleinen arbeitszimmer ideal fuer musikstudenten als uebungsraum zu vermieten.  wir sind Ilse(59)und Kristopher(24),Mutter undSohn auf der suche nach einer neuen whg und wir suchen einen untermieter fuer ca 3-6  monate,bis wir eine neue whg gefunden haben."
1000160,250,0,250,63065,Offenbach am Main Stadtmitte,Mittelseestr.,17,"Hallo alle zusammen. Ich bin 20Jahre alt, weiblich und berufstätig. Ich wohne in einer schönen großen sanierten AB-Wohnung in Offenbach Stadtmitte. Ich habe ein schönes helles 17qm Zimmer zuvermieten und freue mich auf eine nette Mitbewohnerin oder bewohner mit der/dem man auch mal nette abende verbringen kann.  Ich freu mich auf Post von dir..."
1000168,270,0,270,69120,Heidelberg Neuenheim,INF,15,"Hallo!ich suche einen Zwischenmieter in der Zeitraum 15.02 bis Ende Maerz..es handelt sich von einem hellen Zimmer in einem tip top neuen Studentenwohnheim im Neuenheimer Feld am Neckar.Gute Bus verbindungen bisBismarck und Uni Platz (15 minuten bis Bismarckplatz alle 10 minuten).  Sehr nette Mitbewohnern(gemischte WG aus deutschen und Auslaendern), neue Kuche und 2 Badezimmer...  Ich warte auf euren Rueckmeldungen!"
1000173,226,43,183,48151,Münster Centrum,Von-Kluck-Straße,11,"Hilfe unsere Mitbewohnerin zieht um!  Deshalb suchen wir auf diesem Wege eine  unkomplizierte, nette Nachfolgerin.  Die Wohnung hat ca. 75qm, große küche, balkon und garten, ist ruhig gelegen undman ist in  5 min zu Fuß am Prinzipalmarkt.  Wir, Caspar und Jan, (Studi&#039s), nett und hilfsbereit freuen uns, wenn du dich bei uns meldest."
1000176,264,64,200,96052,Bamberg Innenstadt,Spiegelgraben,13,"Die WG ist zentral gelegen (am Bahnhof, zwischen Feki und Innenstadt)und ineinem super Zustand. Kommt vorbei und schaut euch um!"
1000184,230,15,215,4318,Leipzig Reudnitz,Schirmerstr.,15,"Wir (2 Studenten (24) suchen ab sofort einen Mitbewohner/in.  Die nächste Haltestelle ist um die Ecke. 10min in Die Stadt. Mit dem Fahrrad 7min zur Stadt 5min zurLiebigstr./Johannisallee  Wir beide sind recht unkompliziert, einer ist jedoch Musiker.  Die Wohnung ist recht gut ausgestattet. Wir haben ein 2. WC und ein Wohnzimmer mit Multimediagedöns."
1000187,280,45,235,38106,Braunschweig Braunschweig,Gliesmaroder Str,18,"Hi, ich such neuen Mitbewohner/ -in...Ich hoffe, dass sich möglichst schnell jemand meldet, da ich gerne weiter hier wohnen möchte....(gute Stadtanbindung mit öfftl. Verkhrsmtteln, gut Einkaufsmöglichkeiten, nette Nachbarn, etc...) Die Wohnung hat ne echt große Wohnküche allein wegen der lohnt es sich schon...ausgestattet bin ich auch mit so ziemlich allem... Ausserdem kommt man gut mit den Vermieternaus, und der Gesamtpreis ist auch noch sehr gut da bei den 280€ alles inkl Heizung, Strom und internet- und telefonflat enthalten sind. Empfehlen würde ich das Zimmer vor allem Studenten, da von hier alles mit dem Fahrrad gut erreichbar ist aber auch alle andern sind mir willkommen bin selber kein Student )"
1000188,264,64,200,96052,Bamberg Innenstadt,Spiegelgraben,13,"Die Wohnung wurde vor 9 Monaten renoviert und hat ein sehr gute Lage.(5 min. Gehwegzum Bahnhof,10 min. in die Fußgängerzone und 15 min. zur Feki)"
1000191,310,0,310,54290,Trier Innenstadt,Wilhelm-Rautenstrauchstr.,13,"Zimmer frei!!! Wir suchen (Mitte Februar, Anfang März) eine/n nette/n neue/n Mitbewohner/in! Wir bieten dir zwei nette Mitbewohnerinnen (22,21) und eine superschöne, komplettrenovierte und großzügige Altbauwohnung. Die Wohnung liegt zentral in der Innenstadt. Bushaltestelle, Supermarkt vor der Haustür. Die Wohnung hatein riesen Wohnzimmer (Teil davon zur EIgennutzung)   eine neurenovierte Küche, Abstellkammer, Gäste-WC, Badezimmer mit Badewanne und Dusche.   Die Wohnung ist gut ausgestattet (Kabelfernsehen, Internetflat, Mikrowelle etc.)   Bei Interesse Kontakt an ,oder     ----/-------, ----/-------"
1000192,202,60,142,49084,Osnabrück Widukindland,Bremer Straße,15,"Hallo!  Seit Anfang März ist bei uns ein Zimmer frei.  Wir, Doro und Felix, studieren beide an der Uni Osnabrück und suchen nun einen neuen Mitbewohner(m/w).   In naher Umgebung haben wir Busanbindung, Tankstelleund Einkaufsmöglichkeiten.   In ca. 10 min. ist man mit Bus oder Fahrrad in der Stadt.  Wenn du noch ein WG-Zimmer suchst, dann melde dich doch einfach bei uns!"
1000199,350,75,275,50969,Köln Zollstock,Ürziger Str.,14,"Ich biete ein kleines Zimmer für jemanden, der/die nicht viel Platz zum Wohnen benötigt.  Es gibt in meiner kleinen 2er-WG eine kleine Küche, ein kleines Bad und einen Flur. Die Wohnung hat nur 51 qm insgesamt und für mich alleine ist sie aber zu teuer.   Ich suche jemanden, der mit wenig Platz auskommt, der auch sauber ist und nichts in der Spüle stehen lässt.  Alles Equipment zum Kochen, etc. ist vorhanden sollte auch nicht großartig gemixt werden, sondern so bleiben. Es gibt W-LAN, Kabelfernsehen, Festnetz-Telefonanschluss, den ich kaum brauche, da ich O2-Homezone habe. Einkaufsmöglichkeiten gibts 200m entfernt in Hülle und Fülle, auch Parken kann man hier super gut und vor allem ist es hier sehr ruhig. Außerdem sind die Zimmer zur Sonnenseite hin und damit sehr hell. Rollos sind schon montiert und können benutzt werden. Ein Doppelbett kann ichauch zur Verfügung stellen oder verkaufen, es steht momentan in dem Zimmer. Und wenn Möbel benötigt werden, kann ich gerne helfen, welche günstig zu besorgen oder zu transportieren, ich habe nämlich einen Transporter für mein Geschäft.  Ich bin übrigens Philipp Moonen, 32 Jahre, studierter Lehrer für Biologie und Sport nun aber selbständig als Unternehmer im Bereich Veranstaltungstechnik / Entertainment/DJing auf Events.   Da ich in der Woche von zu Hause aus arbeite, bin ich fast ständig in der Wohnung nur an Wochenenden bin ich viel am arbeiten und unterwegs, besonders abends/nachts. Es sollte daher sonntags- und montags morgens bis ca. 11 Uhr ruhig sein, damit ich ausschlafen kann. Überhaupt suche ich jemanden, der keine fette Stereoanlage mitbringt, sondern eher ein ruhiger Zeitgenosse ist.  Na dann mal ran an die Tasten und fleißig mailen oder gleich anrufen.  Schöne Grüße,  Phil"
1000205,230,0,230,94032,Passau Altstadt,Ort,18,"4er-WG mit Blick auf Donau und Inn. Dein Zimmer liegt auf der Suedseite, mit Balkon zum Inn. Ruhige,schoene Lage in der Altstadt. Und dazu bekommst du noch drei gesellige Mitbewohnerinnen. :)"
1000211,325,30,295,69115,Heidelberg Weststadt,Hildastrasse,18,"Hallo,in unsere WG wird ein Zimmer frei!Hier bleibt der Christoph der gern mit euch wohnen moechte, und ein weiteres Zimmer wird ab Maerz frei(falls ihr mit Freunde einziehen wollt ist esne gute chance).Die Wohnung hat einen grossen Gemeinschaftsraum,im Gebaeude sind fast nur WGs, zentraler koennte man nicht wohnen(5 min Hbf,10min Unipl,direkt beim Supermarkt)....ich freue mich auf deinen Anruf!"
1000219,277,60,217,69124,Heidelberg Kirchheim,Heuauer Weg,13,"Ich suche eine Nachmieterin für ein 13 QM großes, helles, freundliches Zimmer in einer netten 3er WG. Unsere WG liegt sehr verkehrsgünstig, 3 Min zur Straba  26 und Bus. Mit der Straba ist man in 15 Min am Bismarkplatz. Auch Einkaufsmöglichkeiten, Lidl, Aldi, Bäcker, sind in wenigen Minuten zu Fuß zu erreichen.  UnsereWG bietet: große Küche, Bad mit Badewanne, Waschmaschine im Keller und natürlich 2 sehr nette Mitbewohnerinnen! Wenn du also lustig und aufgeschlossen  bist und keine lust auf eine ZweckWG hast, dann melde dich bei uns! (telefonisch erst ab 19:00 uhr) Wir freuen uns auf euren Anruf oder Mails!"
1000242,180,0,180,26131,Oldenburg Eversten,Eichenstraße,15,"Komplette Wohnung für 5 er WG , neurenoviert Bäder neu !!"
1000244,340,0,340,5020,alzburg Alpenstraße ,Alpenstraße,15,Wurde im Herbst 2007 komplett saniert  Unterlagen unter der Mailadresseanfordern.     WG befindet sich in einemStudentenwohnheim  direkt an der Alpenstraße - 5 Gehminuten von  der Akademiestraße -Navi-ORFF usw.   entfernt.    Sofort beziehbar
1000269,190,30,160,28199,Bremen Neustadt,Rü-Str,14,"Wir suchen ab sofort für ein teilmöbliertes (Sofa, Hochbett, Matratze, Schränke), ca. 14qm großes WG-Zimmer einen Nichtraucher (m/f) zwischen 24 und 29 Jahren. Es sind noch 2 Mitbewohner (m25, m27) da außerdem noch Balkon, Dielenboden, DSL- und Telefonflat, Kühlschrank und Waschmaschine und so.... Super Lage in der Neustadt, 3min zu Fuß zur Wilhelm-Kaisen-Brücke (und somitgute Anbindung (3xStraßenbahn, 1xBus) an Zentrum, HBF und UNI...) und zum Werdersee. Zur Hochschule sind es ca. 5min zu Fuß. Einkaufsmöglichkeiten sind um die Ecke. Das Hochbett müsste für 190€ übernommen werden!    Wenn Du Lust hast auf ein nettes WG-Leben, nicht kompliziert und nicht allzu unordentlich bist, dann melde Dich.    Warmmiete beträgt mtl. 190€."
1000254,250,70,180,18057,Rostock Kröpeliner Tor Vorstadt,Margaretenstrasse,20,"Ich suche ab dem 1.7 oder auch etwas früher wäre mir auch recht eine/n neuen Mitbewohner/in für eine schöne Wohnung in der Kröpi.    Die Wohnung wurde vor ca. einem Jahr komplett renoviert und ist mit Laminat sowie im Bad mit schönen Fliesen verlegt. Dein Zimmer wäre 20m² groß, hat 2 große Fenster, welche am Tag wirklich sehr viel Licht und Sonnenschein rein lassen und hat direkten Zugang zu einem Bad. Die Wohnung an sich liegt im 1. Stock und hat 2 Zimmer, deins und meins =) , einen Flur, sowie eine Küche mit Essmöglichkeit. In unserem Bad gibt es eine Badewanne und es ist ausserdem sehr groß geschnitten. Die Küche besteht außerdem aus einem großen Kühlschrank, Herd, Spülmaschine und einer Waschmaschine. Kabelanschluss, DSL und Telefonflat sind natürlich auch vorhanden. Es ist also alles da, was man so fürs alltägliche Studentenleben braucht.  Gegen eigene Vorstellungen (Möbel…) habe ich natürlich nichts Einzuwenden =)    100m weiter ist direkt die Bäckerei, sowie 2 min entfernt ein PLUS und die Bushaltestelle (Saarplatz.). Bis zum Audimax der Ulmenstrasse sind es zBnur 2minuten Fußweg ist also ideal für alle WiSo Studenten :). In die Stadt sind es also nur 7min und zum Bahnhof 10min (mit Laufen). Vor dem Haus sind natürlich Parkmöglichkeiten und ein großer Parkplatz ist auch nur 1min entfernt.    Ich bin ein 23 Jähriger Bwl Student im 6. Semester und relativ pflegeleicht und für jeden Spaß zu haben. Natürlich bin ich immer gut gelaunt und die Türen können auch mal offen stehen, jedoch respektiere ich jedem seine Privatsphäre ^^. Ich lebe schon seit 3 Jahren in einer 2er WG und habe es bisher nicht bereut. Wer also evtl. nicht den großen Rummel aus den großen WGs haben will, jedoch immer jemanden nettes zum Plaudern, etc., der ist bei mir an der richtigen Stelle!    Auf Ordnung wird zwar wert gelegt, jedoch nicht einhergehend mit irgendeinem Putzfimmel oder irgendwelchen anderen Macken. Da ich mit allem ausgestattet bin (Spül-und Waschmaschine) fällt ja wirklich kaum was an.     Wenn Du Interesse hast, dann melde dich doch einfach bei mir per Telefon oder Mail.    ciao :)"
1000273,194,68,126,53127,Bonn Ippendorf,Gudenauer weg,13,für Studenten und Praktikanten
1000279,155,0,155,33619,Bielefeld Dornberg,Kreuzbergerstr.,13,"Wir, die 6-er Wg im Studentenwohnheim Lohmannshof suchen eine/n neue/n, nette/n Mitbewohner/in. Du bekommst ein Zimmer mit toller Aussicht, eigenem Waschbecken, coolen Mitbewohnern, Beachvolleyballplatz im Garten und auf Wunsch bekommst du dein Zimmer sogar möbliert! Die Miete beträgt 155 €WARM (inklusive Internet).   Die Verkehrsanbindung ist genial! S-Bahn ist dirket vor der Haustür und ca 10 Minuten Fußmarsch bis zur Uni.  Hast du Interesse? Wir würden uns freuen, wenn du dich meldest!    PS: Einzug nur mit Immatrikulationsbescheinigung möglich."
1000283,515,85,430,53177,Bonn Bad Godesberg,Zanderstr.,40,"Hallo,    wir suchen zum 1.3. eine/n nette/n neue/n Mitbewohner/in für unsere WG. Wir sind zwischen 30 und 39 Jahre alt, berufstätig, derzeit 3 Männer, 1 Frau und ein Baby. Unser freistehendes Haus mit schönem Garten, Terrasse hat3 Etagen, ein schönes Gemeinschaftszimmer, Keller mit Waschmaschinen, Garage für die Fahrräder. Straßenbahn Bad Godesberg Stadthalle ist 8 Minuten zu Fuß erreichbar. Bus vor der Tür. Telefonisch erst nachmittags/abends erreichbar."
1000294,310,50,260,22457,Hamburg Schnelsen,Burgwedel,20,Wer gerne morgens kurz mal in die Küche auf nen guten Espressokaffee schautund ansonsten seine Ruhe haben will ist hier richtig!
1000296,267,10,257,28239,Bremen Walle,Auguststr,23,"Hallo.  Das zimmer ist frei und wer lust hat ,kann sichunter diese Nummer melden: ----/-------, oder"
1000301,170,76,94,44799,Bochum Querenburg,Laerheidestr.,11,"Das Zimmer befindet sich im Rosa-Parks-Haus, einem christlichen Studierendenwohnheim. 12 Leute teilen sich eine geräumige Küche und die Bäder. Gesucht wirdeine Studentin, die Lust auf Menschen hat und eine ruhige grüne Umgebung bevorzugt. Mehr Infos unter www.parks-haus.de"
1000306,300,50,250,69121,Heidelberg Handschuhsheim,Handschuhsheimer Landstaße,16,"Möchte mein Zimmer für März Zwischenvermieten, da ich von 9. März bis 7. April im Ausland bin. Der Zeitraum der Zwischmiete ist somit noch varierbar, also auch gerne erst ab 2. Märzwoche. Suche jemanden, der vielleicht in dieser Zeit ein Praktikum in Heidelberg macht und selbst einiges zu tunhat, da meine Mitbewohnerin in dieser Zeit Prüfungen hat.   Das Zimmer ist voll möbliert, bietet einen Fernseher und ist recht gemütlich. Zur Stadt und ins Neuenheimer Feld sind es weniger als 10 Minuten mit dem Fahrrad. Zudem haben wir eine Straßenbahnhaltestelle (Blumenthalstraße) direkt vor dem Haus."
1000312,260,50,210,70599,Stuttgart Plieningen,Roggenstr.,17,"WG Zimmer Frei!!!!  In Plieningen, gleich neben der UNi-Hohenheim wird ein Zimmer frei!!!!"
1000316,270,0,270,69221,Heidelberg Dossenheim,Uhlandstrasse,15,"Hallo,  wir suchen eine(n) neue(n) Mitbewohner/in für unsere 4er WG in Dossenheim-Süd. Die Wohnung liegt in ruhiger Lage, 2Min. zu ÖPNV, 20 Min. Radweg ins Neuenh. Feld. Die Warmmiete beträgt 270,- €."
